Kind;Name;Type;Description
compute.v1.targetSslProxy;selfLink;string;[Output Only] Server-defined URL for the resource.
compute.v1.targetSslProxy;service;string;URL to the BackendService resource.
compute.v1.targetSslProxy;sslCertificates[];list;URLs to SslCertificate resources that are used to authenticate connections to Backends. Currently exactly one SSL certificate must be specified.
compute.v1.targetVpnGateway;creationTimestamp;string;[Output Only] Creation timestamp in RFC3339 text format.
compute.v1.targetVpnGateway;description;string;An optional description of this resource. Provide this property when you create the resource.
compute.v1.targetVpnGateway;forwardingRules[];list;[Output Only] A list of URLs to the ForwardingRule resources. ForwardingRules are created using compute.forwardingRules.insert and associated to a VPN gateway.
compute.v1.targetVpnGateway;id;unsigned long;[Output Only] The unique identifier for the resource. This identifier is defined by the server.
compute.v1.targetVpnGateway;kind;string;[Output Only] Type of resource. Always compute#targetVpnGateway for target VPN gateways.
compute.v1.targetVpnGateway;name;string;Name of the resource. Provided by the client when the resource is created. The name must be 1-63 characters long, and comply with RFC1035. Specifically, the name must be 1-63 characters long and match the regular expression [a-z]([-a-z0-9]*[a-z0-9])? which means the first character must be a lowercase letter, and all following characters must be a dash, lowercase letter, or digit, except the last character, which cannot be a dash.
compute.v1.targetVpnGateway;network;string;URL of the network to which this VPN gateway is attached. Provided by the client when the VPN gateway is created.
compute.v1.targetVpnGateway;region;string;[Output Only] URL of the region where the target VPN gateway resides.
compute.v1.targetVpnGateway;selfLink;string;[Output Only] Server-defined URL for the resource.
compute.v1.targetVpnGateway;status;string;[Output Only] The status of the VPN gateway.
compute.v1.targetVpnGateway;tunnels[];list;[Output Only] A list of URLs to VpnTunnel resources. VpnTunnels are created using compute.vpntunnels.insert method and associated to a VPN gateway.
compute.v1.urlMap;creationTimestamp;string;[Output Only] Creation timestamp in RFC3339 text format.
compute.v1.urlMap;defaultService;string;The URL of the BackendService resource to use if none of the hostRules match. You can provide the fully-qualified or valid partial URL to the backend service resource: https://www.googleapis.com/compute/v1/projects/project/global/backendServices/backend projects/project/global/backendServices/backend global/backendServices/backend
compute.v1.urlMap;description;string;An optional description of this resource. Provide this property when you create the resource.
compute.v1.urlMap;fingerprint;bytes;Fingerprint of this resource. A hash of the contents stored in this object. This field is used in optimistic locking. This field will be ignored when inserting a UrlMap. An up-to-date fingerprint must be provided in order to update the UrlMap.
compute.v1.urlMap;hostRules[];list;The list of HostRules to use against the URL.
compute.v1.urlMap;hostRules[].description;string;An optional description of this resource. Provide this property when you create the resource.
compute.v1.urlMap;hostRules[].hosts[];list;The list of host patterns to match. They must be valid hostnames, except * will match any string of ([a-z0-9-.]*). In that case, * must be the first character and must be followed in the pattern by either - or ..
compute.v1.urlMap;hostRules[].pathMatcher;string;The name of the PathMatcher to use to match the path portion of the URL if the hostRule matches the URL's host portion.
compute.v1.urlMap;id;unsigned long;[Output Only] The unique identifier for the resource. This identifier is defined by the server.
compute.v1.urlMap;kind;string;[Output Only] Type of the resource. Always compute#urlMaps for url maps.
compute.v1.urlMap;name;string;Name of the resource. Provided by the client when the resource is created. The name must be 1-63 characters long, and comply with RFC1035. Specifically, the name must be 1-63 characters long and match the regular expression [a-z]([-a-z0-9]*[a-z0-9])? which means the first character must be a lowercase letter, and all following characters must be a dash, lowercase letter, or digit, except the last character, which cannot be a dash.
compute.v1.urlMap;pathMatchers[];list;The list of named PathMatchers to use against the URL.
compute.v1.urlMap;pathMatchers[].defaultService;string;The full or partial URL to the BackendService resource. This will be used if none of the pathRules defined by this PathMatcher is matched by the URL's path portion. For example, the following are all valid URLs to a BackendService resource: https://www.googleapis.com/compute/v1/projects/project/global/backendServices/backendService compute/v1/projects/project/global/backendServices/backendService global/backendServices/backendService
compute.v1.urlMap;pathMatchers[].description;string;An optional description of this resource. Provide this property when you create the resource.
compute.v1.urlMap;pathMatchers[].name;string;The name to which this PathMatcher is referred by the HostRule.
